Dates,Total Cases,Daily New Cases,Active Cases,Total Deaths,Daily Deaths,New Recoveries
"Sep 28, 2021",33715049,21901,280611,455881,382,29900
"Sep 29, 2021",33738188,23139,274707,456196,315,28728
"Sep 30, 2021",33765488,27300,273481,456483,287,28239
"Oct 01, 2021",33789398,23910,271697,456721,238,25456
"Oct 02, 2021",33812559,23161,269567,456967,246,25045
"Oct 03, 2021",33834243,21684,263447,457152,185,27619
"Oct 04, 2021",33851005,16762,250628,457411,259,29322
"Oct 05, 2021",33870385,19380,244629,457701,290,25089
"Oct 06, 2021",33893002,22617,242301,458022,321,24624
"Oct 07, 2021",33914465,21463,238524,458304,282,24958
"Oct 08, 2021",33934335,19870,235075,458557,253,23066
"Oct 09, 2021",33952275,17940,229204,458775,218,23593
"Oct 10, 2021",33971293,19018,226442,458972,197,21583
"Oct 11, 2021",33984479,13186,212877,459151,179,26572
"Oct 12, 2021",34000500,16021,205814,459385,234,22850
"Oct 13, 2021",34019680,19180,204944,459639,254,19796
"Oct 14, 2021",34036684,17004,202175,460024,385,19388
"Oct 15, 2021",34052687,16003,200145,460189,165,17868
"Oct 16, 2021",34066760,14073,194285,460337,148,19785
"Oct 17, 2021",34081049,14289,188829,460504,167,19578
"Oct 18, 2021",34093387,12338,181547,460670,166,19454
"Oct 19, 2021",34108323,14936,176828,460874,204,19451
"Oct 20, 2021",34126682,18359,177465,461036,162,17560
"Oct 21, 2021",34142441,15759,174351,461273,237,18636
"Oct 22, 2021",34158772,16331,172371,461951,678,17633
"Oct 23, 2021",34174843,16071,171373,462520,569,16500
"Oct 24, 2021",34189484,14641,166866,462969,449,18699
"Oct 25, 2021",34201357,11873,162401,463333,364,15974
"Oct 26, 2021",34214865,13508,161265,463928,595,14049
"Oct 27, 2021",34231207,16342,159812,464676,748,17047
"Oct 28, 2021",34245530,14323,160095,465493,817,13223
"Oct 29, 2021",34259719,14189,160241,466054,561,13482
"Oct 30, 2021",34272677,12958,157991,466507,453,14755
"Oct 31, 2021",34285612,12935,157500,466763,256,13170
"Nov 01, 2021",34295381,9769,152280,467209,446,14543
"Nov 02, 2021",34306177,10796,149176,467509,300,13600
"Nov 03, 2021",34320142,13965,147802,467975,466,14873
"Nov 04, 2021",34332407,12265,148491,468194,219,11357
"Nov 05, 2021",34344087,11680,146570,468594,400,13201
"Nov 06, 2021",34354966,10879,144918,469122,528,12003
"Nov 07, 2021",34366614,11648,143743,469383,261,12562
"Nov 08, 2021",34374455,7841,141525,469693,310,9749
"Nov 09, 2021",34386786,12331,140552,470181,488,12816
"Nov 10, 2021",34401670,14884,144073,470550,369,10994
"Nov 11, 2021",34414186,12516,142201,471060,510,13878
"Nov 12, 2021",34426036,11850,140331,471625,565,13155
"Nov 13, 2021",34437307,11271,138909,471915,290,12403
"Nov 14, 2021",34447536,10229,137635,472042,127,11376
"Nov 15, 2021",34456401,8865,134372,472244,202,11926
"Nov 16, 2021",34466598,10197,132291,472551,307,11971
"Nov 17, 2021",34478517,11919,131598,473029,478,12134
"Nov 18, 2021",34489623,11106,130995,473496,467,11242
"Nov 19, 2021",34499925,10302,128236,473768,272,12789
"Nov 20, 2021",34510413,10488,126618,474087,319,11787
"Nov 21, 2021",34518901,8488,122523,474341,254,12329
"Nov 22, 2021",34526480,7579,117351,474582,241,12510
"Nov 23, 2021",34535763,9283,113988,475026,444,12202
"Nov 24, 2021",34544882,9119,111755,475429,403,10949
"Nov 25, 2021",34555431,10549,111543,475926,497,10264
"Nov 26, 2021",34563749,8318,109520,476399,473,9868
"Nov 27, 2021",34572523,8774,106694,477032,633,10967
"Nov 28, 2021",34580832,8309,105281,477273,241,9481
"Nov 29, 2021",34587822,6990,102173,477466,193,9905
"Nov 30, 2021",34596776,8954,100739,477738,272,10116
"Dec 01, 2021",34606541,9765,99812,478223,485,10207
"Dec 02, 2021",34615757,9216,100082,478621,398,8548
"Dec 03, 2021",34624360,8603,99651,479043,422,8612
"Dec 04, 2021",34633255,8895,99979,479420,377,8190
"Dec 05, 2021",34641561,8306,101152,479635,215,6918
"Dec 06, 2021",34648383,6822,98916,479859,224,8834
"Dec 07, 2021",34656822,8439,97153,480057,198,10004
"Dec 08, 2021",34666241,9419,96887,480217,160,9525
"Dec 09, 2021",34674744,8503,96506,480850,633,8251
"Dec 10, 2021",34682736,7992,96422,481248,398,7678
"Dec 11, 2021",34690510,7774,94621,481558,310,9265
"Dec 12, 2021",34697860,7350,93301,481764,206,8464
"Dec 13, 2021",34703644,5784,90856,482020,256,7973
"Dec 14, 2021",34710630,6986,89596,482271,251,7995
"Dec 15, 2021",34718669,8039,89119,482619,348,8168
"Dec 16, 2021",34726049,7380,88155,483015,396,7948
"Dec 17, 2021",34733194,7145,87121,483308,293,7886
"Dec 18, 2021",34740275,7081,85228,483576,268,8706
"Dec 19, 2021",34746838,6563,84189,483709,133,7469
"Dec 20, 2021",34752164,5326,80979,484168,459,8077
"Dec 21, 2021",34758481,6317,78931,484490,322,8043
"Dec 22, 2021",34765976,7495,79081,484929,439,6906
"Dec 23, 2021",34772657,6681,78423,485308,379,6960
"Dec 24, 2021",34779815,7158,78138,485700,392,7051
"Dec 25, 2021",34786802,6987,77676,485863,163,7286
"Dec 26, 2021",34793333,6531,76797,486182,319,7091
"Dec 27, 2021",34799691,6358,75717,486479,297,7141
"Dec 28, 2021",34808886,9195,78156,486785,306,6450
"Dec 29, 2021",34822040,13154,83691,487057,272,7347
"Dec 30, 2021",34838804,16764,92745,487281,224,7486
"Dec 31, 2021",34861579,22775,107524,487692,411,7585
"Jan 01, 2022",34889132,27553,116591,487980,288,18198
"Jan 02, 2022",34922882,33750,150217,488104,124,0
"Jan 03, 2022",34960261,37379,176625,488229,125,10846
"Jan 04, 2022",35018358,58097,207786,488769,540,26396
"Jan 05, 2022",35109286,90928,277932,489099,330,20452
"Jan 06, 2022",35226386,117100,365136,489405,306,29590
"Jan 07, 2022",35368372,141986,465938,489694,289,40895
"Jan 08, 2022",35528004,159632,584375,490026,332,40863
"Jan 09, 2022",35708442,180438,718097,490173,147,46569
"Jan 10, 2022",35875790,167348,815205,490454,281,69959
"Jan 11, 2022",36070510,194720,949073,490901,447,60405
"Jan 12, 2022",36317927,247417,1111280,491286,385,84825
"Jan 13, 2022",36582129,264202,1265818,491605,319,109345
"Jan 14, 2022",36850962,268833,1411532,492040,435,122684
"Jan 15, 2022",37122164,271202,1544085,492358,318,138331
"Jan 16, 2022",37380253,258089,1650041,492751,393,151740
"Jan 17, 2022",37618271,238018,1730332,493057,306,157421
"Jan 18, 2022",37901241,282970,1824698,493504,447,188157
"Jan 19, 2022",38218773,317532,1917741,494003,499,223990
"Jan 20, 2022",38566027,347254,2012506,494715,712,251777
"Jan 21, 2022",38903731,337704,2107039,495210,495,242676
"Jan 22, 2022",39237264,333533,2180887,495727,517,259168
"Jan 23, 2022",39543328,306064,2242976,496207,480,243495
"Jan 24, 2022",39799202,255874,2230524,496780,573,267753
"Jan 25, 2022",40085116,285914,2216664,497481,701,299073
"Jan 26, 2022",40371500,286384,2196109,498063,582,306357
"Jan 27, 2022",40622709,251209,2099239,498699,636,347443
"Jan 28, 2022",40858241,235532,1997959,499572,873,335939
"Jan 29, 2022",41092522,234281,1878553,500475,903,352784
"Jan 30, 2022",41302440,209918,1824891,501427,952,262628
"Jan 31, 2022",41469499,167059,1736641,502660,1233,254076
"Feb 01, 2022",41630885,161386,1615168,504410,1750,281109
"Feb 02, 2022",41803318,172433,1527489,505415,1005,259107
"Feb 03, 2022",41952712,149394,1429094,506530,1115,246674
"Feb 04, 2022",42080664,127952,1325162,507600,1070,230814
"Feb 05, 2022",42188138,107474,1218514,508476,876,213246
"Feb 06, 2022",42272014,83876,1102428,509384,908,199054
"Feb 07, 2022",42339611,67597,988381,510572,1188,180456
"Feb 08, 2022",42410976,71365,886289,511818,1246,172211
"Feb 09, 2022",42478060,67084,784234,513075,1257,167882
"Feb 10, 2022",42536137,58077,691236,513743,668,150407
"Feb 11, 2022",42586544,50407,603867,514557,814,136962
"Feb 12, 2022",42631421,44877,530491,515219,662,117591
"Feb 13, 2022",42665534,34113,472291,515602,383,91930
"Feb 14, 2022",42692943,27409,416533,515952,350,82817
"Feb 15, 2022",42723558,30615,363639,516473,521,82988
"Feb 16, 2022",42754315,30757,326314,517017,544,67538
"Feb 17, 2022",42780235,25920,285478,517519,502,66254
"Feb 18, 2022",42802505,22270,247120,517849,330,60298
"Feb 19, 2022",42822473,19968,217559,518531,682,48847
"Feb 20, 2022",42838524,16051,195499,518741,210,37901
"Feb 21, 2022",42851929,13405,174444,518975,234,34226
"Feb 22, 2022",42867031,15102,157884,519260,285,31377
"Feb 23, 2022",42881179,14148,141717,519566,306,30009
